connection_id,packet_size,duration,bytes_sent,bytes_received,connection_type,port_number,flag_count,threat_detected
561,39350,26.3,275467,103167,TCP,1723,7,1
562,47127,50.97,342279,81707,TCP,445,11,1
563,1149,3.77,2193,2806,TCP,22,3,0
564,2008,4.64,2330,1624,ICMP,0,1,0
565,6623,8.0,46692,19167,TCP,2049,10,1
566,23982,27.93,117186,36313,TCP,139,9,1
567,16736,55.16,139677,42697,ICMP,0,1,1
568,1113,3.57,3735,2185,ICMP,0,1,0
569,300,0.24,1145,622,ICMP,0,1,0
570,36,0.34,121,107,TCP,80,2,0
571,270,4.91,349,362,TCP,80,3,0
572,1775,4.41,5303,4389,TCP,143,2,0
573,108,2.9,204,305,TCP,143,1,0
574,901,4.45,2205,2918,UDP,53,2,0
575,971,4.29,2099,1290,UDP,22,3,0
576,1322,0.67,1954,2444,UDP,110,4,0
577,9839,20.47,82095,40496,UDP,1521,8,1
578,1990,4.04,4343,4163,UDP,21,1,0
579,6332,33.27,62565,21345,TCP,1935,9,1
580,1030,1.1,2484,3677,TCP,53,2,0
581,39972,38.83,240548,50553,TCP,2049,10,1
582,1300,2.13,4305,6372,ICMP,0,1,0
583,695,4.4,1481,1325,TCP,25,2,0
584,757,0.4,2842,1909,ICMP,0,1,0
585,2124,10.11,19689,7166,TCP,1935,12,1
586,113,2.31,316,324,ICMP,0,1,0
587,925,0.87,2905,1669,TCP,110,1,0
588,1984,0.3,7459,7379,ICMP,0,1,0
589,1152,4.51,2735,2571,UDP,993,3,0
590,868,1.04,2589,1923,UDP,53,4,0
591,62576,32.77,369480,110112,TCP,445,7,1
592,1849,0.82,2662,1873,TCP,53,4,0
593,802,2.09,1110,803,TCP,21,1,0
594,422,3.78,1062,1490,UDP,443,3,0
595,754,3.26,2038,2069,UDP,53,2,0
596,653,0.2,752,834,TCP,25,3,0
597,1737,2.71,4427,2299,UDP,143,3,0
598,28977,21.62,261601,146976,TCP,515,9,1
599,1928,4.53,3289,2221,ICMP,0,1,0
600,179,1.21,657,895,UDP,110,4,0
601,3111,9.45,9615,5168,UDP,1433,11,1
602,915,4.82,975,1237,ICMP,0,1,0
603,1292,1.19,5014,5951,UDP,110,1,0
604,1683,3.38,5783,6235,ICMP,0,1,0
605,15063,7.03,110621,65255,ICMP,0,1,1
606,1013,3.8,3004,2265,ICMP,0,1,0
607,1795,0.68,5906,3940,TCP,80,3,0
608,351,1.35,1342,960,UDP,993,4,0
609,983,0.74,1928,1338,UDP,143,3,0
610,186,1.2,617,590,UDP,993,2,0
611,1600,3.77,1950,2261,TCP,22,1,0
612,1823,0.97,5034,7255,TCP,995,2,0
613,526,1.73,1631,2310,TCP,110,3,0
614,2000,4.11,5929,4626,UDP,21,3,0
615,1255,2.75,4297,6277,ICMP,0,1,0
616,51,1.48,122,177,TCP,22,2,0
617,1092,4.63,3872,3818,TCP,22,3,0
618,37975,43.22,189848,87000,TCP,515,7,1
619,1390,2.42,3549,3876,UDP,443,4,0
620,1773,2.18,5386,3289,TCP,22,2,0
621,1454,2.8,2246,2090,TCP,143,4,0
622,634,4.85,1059,763,TCP,995,1,0
623,27908,9.21,124233,53375,TCP,548,13,1
624,1603,1.36,4267,5410,UDP,21,3,0
625,1488,4.39,2171,2532,TCP,22,3,0
626,2181,10.23,5571,2801,TCP,548,9,1
627,16096,8.36,142589,98378,TCP,1433,12,1
628,42,2.06,136,86,ICMP,0,1,0
629,522,1.13,564,688,TCP,80,1,0
630,25385,59.06,241667,186872,UDP,3389,10,1
631,7858,16.5,35323,9532,ICMP,0,1,1
632,194,3.45,689,493,ICMP,0,1,0
633,4034,5.29,31865,20472,UDP,3306,10,1
634,946,3.85,1715,2002,TCP,80,4,0
635,45268,52.08,363534,148056,TCP,3389,12,1
636,1361,2.42,4475,6700,ICMP,0,1,0
637,1092,4.49,1342,1919,UDP,993,2,0
638,298,1.87,817,893,TCP,443,4,0
639,57656,49.0,347027,216422,ICMP,0,1,1
640,20878,8.54,199289,65611,UDP,1433,8,1
641,53,4.9,76,60,UDP,443,2,0
642,21676,7.16,167419,86663,TCP,2049,10,1
643,57468,6.52,369977,111619,ICMP,0,1,1
644,151,0.58,452,502,UDP,110,2,0
645,1336,1.3,2932,2431,TCP,53,3,0
646,267,4.94,825,1032,TCP,21,3,0
647,1334,0.47,4745,4334,TCP,993,2,0
648,1034,2.58,1895,2132,TCP,22,4,0
649,1719,2.54,5720,4656,UDP,22,2,0
650,180,4.6,435,395,ICMP,0,1,0
651,1376,1.09,2210,2644,UDP,25,3,0
652,592,3.14,1386,826,ICMP,0,1,0
653,1704,4.58,4470,4484,TCP,53,4,0
654,694,1.02,2640,2932,ICMP,0,1,0
655,188,2.59,699,461,TCP,21,1,0
656,256,4.71,733,987,ICMP,0,1,0
657,53448,26.86,271068,161198,ICMP,0,1,1
658,38312,15.48,280181,72565,TCP,445,5,1
659,41842,53.82,170540,121023,UDP,1935,13,1
660,1796,0.61,2785,2355,ICMP,0,1,0
661,39996,17.89,126685,73151,ICMP,0,1,1
662,232,0.28,685,1020,TCP,143,2,0
663,1588,2.23,4491,5281,UDP,443,1,0
664,38272,22.23,225365,126184,UDP,3389,6,1
665,562,4.36,2150,2124,UDP,443,2,0
666,877,0.71,2597,2066,ICMP,0,1,0
667,151,0.69,399,581,ICMP,0,1,0
668,159,0.9,523,571,UDP,22,3,0
669,116,2.09,233,299,TCP,21,2,0
670,44524,56.58,241391,153077,UDP,515,11,1
671,4419,11.35,27792,14088,ICMP,0,1,1
672,1561,1.87,4162,5690,TCP,21,3,0
673,1883,1.65,5889,4409,ICMP,0,1,0
674,183,1.65,665,597,UDP,443,1,0
675,1981,1.75,7017,6220,ICMP,0,1,0
676,1823,4.51,3184,4345,TCP,25,3,0
677,1522,4.81,4215,5426,ICMP,0,1,0
678,396,4.11,667,787,UDP,993,4,0
679,53950,55.92,232956,102283,TCP,1723,9,1
680,1567,2.78,5516,5147,UDP,53,2,0
681,639,1.34,751,677,ICMP,0,1,0
682,12271,11.04,58984,14756,TCP,1521,9,1
683,1352,1.14,3872,3560,UDP,53,4,0
684,22668,41.34,67391,43582,UDP,445,13,1
685,24179,48.49,79174,27808,UDP,445,13,1
686,394,3.29,1260,788,ICMP,0,1,0
687,249,3.84,782,909,ICMP,0,1,0
688,60904,47.44,481879,120053,UDP,515,9,1
689,412,4.46,1606,1128,TCP,993,1,0
690,1413,4.16,3332,4517,ICMP,0,1,0
691,497,1.01,939,597,UDP,53,2,0
692,559,2.34,1626,1188,ICMP,0,1,0
693,497,2.71,1798,1118,UDP,143,3,0
694,331,2.02,728,921,ICMP,0,1,0
695,909,3.01,2983,3303,UDP,21,1,0
696,1631,1.95,4455,2612,ICMP,0,1,0
697,1195,2.62,3816,1981,UDP,993,3,0
698,56963,10.14,357445,178342,UDP,3389,12,1
699,758,1.3,977,1337,TCP,110,4,0
700,31388,7.83,236045,138181,TCP,139,12,1
701,1132,2.73,2986,2349,TCP,443,1,0
702,4366,31.68,34677,8322,UDP,515,11,1
703,555,0.34,1642,1985,TCP,53,2,0
704,54811,51.24,282909,209221,ICMP,0,1,1
705,28525,54.09,255300,139040,UDP,1723,5,1
706,1214,3.08,4059,3856,ICMP,0,1,0
707,316,4.71,355,450,TCP,22,1,0
708,467,3.57,565,807,UDP,25,4,0
709,761,4.73,2297,1272,ICMP,0,1,0
710,63738,50.72,287016,174782,ICMP,0,1,1
711,811,1.71,2074,1923,UDP,21,2,0
712,1472,3.37,3590,3497,ICMP,0,1,0
713,63687,55.5,238421,180104,TCP,1935,12,1
714,584,0.66,677,586,UDP,21,3,0
715,4850,5.11,15646,8548,ICMP,0,1,1
716,30730,5.45,241946,67423,ICMP,0,1,1
717,18997,5.25,136730,61976,UDP,135,14,1
718,5458,17.31,51758,23783,UDP,1935,13,1
719,1329,3.01,4342,3462,TCP,22,2,0
720,824,3.99,2460,2240,ICMP,0,1,0
721,1581,1.06,6223,8384,ICMP,0,1,0
722,32038,38.3,192674,73043,UDP,139,9,1
723,62369,58.78,180352,86058,TCP,1935,7,1
724,690,1.28,1097,1155,ICMP,0,1,0
725,18895,18.48,122553,64461,TCP,135,5,1
726,358,1.2,1044,1537,ICMP,0,1,0
727,42034,11.78,241212,185523,ICMP,0,1,1
728,54003,36.4,472570,355568,ICMP,0,1,1
729,1367,1.47,1750,1364,UDP,53,3,0
730,1393,4.94,2033,1984,ICMP,0,1,0
731,1733,0.59,2462,1624,TCP,22,2,0
732,1493,2.82,2804,3143,ICMP,0,1,0
733,22891,12.13,80699,55732,TCP,515,11,1
734,43968,49.48,133035,34551,ICMP,0,1,1
735,734,0.64,1871,1674,TCP,443,3,0
736,1678,3.66,5579,6410,TCP,80,4,0
737,214,4.85,626,410,TCP,993,3,0
738,14527,5.63,29246,20358,UDP,1723,13,1
739,26336,15.08,231332,126480,ICMP,0,1,1
740,13674,30.31,36373,25650,TCP,3306,6,1
741,38888,53.81,385485,81786,ICMP,0,1,1
742,789,4.59,2968,1715,ICMP,0,1,0
743,1072,1.27,3547,2711,UDP,143,2,0
744,1158,1.44,2553,2332,UDP,995,4,0
745,1197,2.49,2914,4076,UDP,443,3,0
746,1930,2.34,5738,8451,ICMP,0,1,0
747,290,4.28,1124,1113,UDP,995,3,0
748,25973,48.48,219188,161197,TCP,1723,12,1
749,1452,1.08,5373,5356,ICMP,0,1,0
750,1834,3.4,2568,2121,UDP,80,3,0
751,124,4.88,439,595,TCP,443,1,0
752,913,4.11,1412,785,ICMP,0,1,0
753,665,3.67,1320,1581,ICMP,0,1,0
754,777,2.75,2925,1544,TCP,143,1,0
755,12534,18.87,70514,41139,TCP,135,11,1
756,845,4.87,1458,1478,TCP,53,2,0
757,26859,48.89,262360,184754,UDP,3306,7,1
758,430,3.59,1374,1290,TCP,80,3,0
759,1075,2.03,4297,3437,UDP,21,4,0
760,406,2.73,1172,1535,TCP,80,2,0
761,1060,3.66,2622,1487,UDP,443,1,0
762,1508,4.58,4937,4447,TCP,25,3,0
763,156,2.42,557,795,UDP,993,3,0
764,1865,2.98,4248,3511,TCP,80,3,0
765,595,1.24,2232,1359,TCP,22,3,0
766,518,0.12,1512,2071,ICMP,0,1,0
767,435,4.48,1001,1074,TCP,443,2,0
768,1686,3.03,6555,3578,ICMP,0,1,0
769,1344,1.09,2543,1551,UDP,22,1,0
770,2037,4.02,6906,7369,ICMP,0,1,0
771,475,2.95,1812,1422,UDP,995,3,0
772,1537,1.34,3390,3876,TCP,993,4,0
773,1356,3.79,3137,3508,UDP,25,1,0
774,1916,2.8,4297,2783,ICMP,0,1,0
775,35,0.13,45,32,UDP,993,4,0
776,2018,1.45,7281,4697,UDP,22,3,0
777,931,3.61,2135,1110,UDP,53,3,0
778,1053,2.36,3945,2782,ICMP,0,1,0
779,1670,4.14,5474,4737,ICMP,0,1,0
780,16802,43.65,163315,77115,ICMP,0,1,1
781,298,3.02,316,192,ICMP,0,1,0
782,62156,36.01,553843,384883,TCP,1433,12,1
783,1685,3.23,6505,4306,ICMP,0,1,0
784,1813,3.52,6850,8302,UDP,80,4,0
785,48180,27.47,354849,93339,TCP,3306,13,1
786,1725,4.3,4400,3219,TCP,995,3,0
787,1465,1.94,4760,3489,ICMP,0,1,0
788,675,4.38,761,1125,TCP,21,4,0
789,6924,44.75,41875,18313,UDP,1935,6,1
790,331,1.76,952,1273,TCP,53,3,0
791,1689,2.85,2389,3382,UDP,25,2,0
792,1540,4.82,2212,3262,TCP,53,3,0
793,1454,4.87,4560,6535,TCP,110,3,0
794,20170,21.66,56093,32908,ICMP,0,1,1
795,516,1.7,1393,1250,ICMP,0,1,0
796,1858,4.49,3666,3223,TCP,993,2,0
797,476,3.85,1801,2612,ICMP,0,1,0
798,61282,17.31,193648,60165,ICMP,0,1,1
799,1449,4.7,4473,3688,UDP,110,3,0
800,6756,32.69,44443,21485,TCP,445,6,1
801,65305,49.09,334631,216491,ICMP,0,1,1
802,216,1.24,360,447,UDP,143,3,0
803,1183,2.15,3225,3984,TCP,53,3,0
804,1867,1.88,6141,8262,ICMP,0,1,0
805,1246,0.87,3239,2153,ICMP,0,1,0
806,1617,2.5,6269,9149,TCP,53,2,0
807,2032,4.44,2517,2331,ICMP,0,1,0
808,1524,0.81,2943,2123,TCP,110,4,0
809,1758,2.99,5630,7105,ICMP,0,1,0
810,1686,3.86,3636,2305,TCP,110,1,0
811,31468,32.58,219774,62086,TCP,445,14,1
812,52517,37.28,235118,143713,ICMP,0,1,1
813,797,4.86,1184,666,ICMP,0,1,0
814,9835,50.74,45613,25340,ICMP,0,1,1
815,32542,42.02,84717,46340,TCP,1723,11,1
816,1015,1.91,2742,3547,ICMP,0,1,0
817,63402,30.05,481210,115842,TCP,139,8,1
818,19386,23.75,151346,92336,ICMP,0,1,1
819,4595,26.15,41137,12234,TCP,139,6,1
820,975,4.1,2235,2612,TCP,443,3,0
821,1744,3.07,5181,5586,UDP,110,3,0
822,11299,8.38,50709,14298,ICMP,0,1,1
823,1296,3.75,5073,6992,UDP,995,4,0
824,8053,34.96,51750,17406,UDP,445,10,1
825,49324,26.77,449890,230430,TCP,139,14,1
826,28113,50.68,108460,26012,UDP,139,5,1
827,48449,21.96,319103,142236,ICMP,0,1,1
828,25446,24.14,58861,13064,TCP,1521,7,1
829,552,0.14,1122,1404,UDP,143,2,0
830,995,2.2,2863,3533,UDP,80,1,0
831,1531,4.76,4797,4445,UDP,110,1,0
832,44857,33.4,194339,136688,TCP,1935,12,1
833,37961,55.63,326220,78039,UDP,135,6,1
834,15252,9.0,73002,46903,ICMP,0,1,1
835,1407,1.61,2282,2074,TCP,25,2,0
836,24162,49.74,192078,139358,UDP,139,6,1
837,523,0.37,1964,2907,UDP,110,3,0
838,52,1.68,64,61,ICMP,0,1,0
839,290,1.17,449,571,ICMP,0,1,0
840,829,1.68,2621,3144,UDP,53,4,0
841,56839,16.42,551351,426963,TCP,1433,9,1
842,1721,1.36,2560,3729,TCP,53,4,0
843,1953,4.3,3068,4593,UDP,443,3,0
844,1454,3.09,5815,7572,UDP,25,1,0
845,1556,1.44,2537,2018,ICMP,0,1,0
846,58520,6.76,395108,286129,ICMP,0,1,1
847,819,4.72,2055,3016,UDP,995,2,0
848,32162,36.98,296244,63039,TCP,5432,10,1
849,1258,4.92,4575,4991,UDP,80,4,0
850,2031,1.63,6401,4481,TCP,22,3,0
851,5434,46.91,33290,25201,TCP,2049,13,1
852,695,1.79,1469,1742,ICMP,0,1,0
853,1033,0.91,2441,1751,UDP,995,1,0
854,1107,1.39,1964,1671,ICMP,0,1,0
855,1521,1.07,1741,2231,TCP,143,1,0
856,26148,28.66,56185,29433,ICMP,0,1,1
857,25709,10.29,202062,54273,UDP,2049,14,1
858,735,3.12,2044,2887,ICMP,0,1,0
859,5054,59.78,27406,20091,TCP,3389,14,1
860,1666,0.91,4629,5839,ICMP,0,1,0
861,1761,4.68,3541,5303,ICMP,0,1,0
862,1004,2.76,1266,1766,TCP,80,4,0
863,1562,2.26,5481,7172,ICMP,0,1,0
864,271,1.8,791,748,UDP,993,4,0
865,5690,7.67,43092,30368,ICMP,0,1,1
866,21673,28.61,59187,46013,TCP,3389,5,1
867,1541,2.57,2211,2973,UDP,443,4,0
868,107,4.78,306,376,ICMP,0,1,0
869,47956,18.73,436755,237571,TCP,1935,7,1
870,757,2.97,1203,1569,UDP,110,3,0
871,824,3.45,1533,809,ICMP,0,1,0
872,64067,49.92,504232,159329,ICMP,0,1,1
873,974,2.78,2499,3063,ICMP,0,1,0
874,2007,1.5,4035,3425,ICMP,0,1,0
875,57,4.43,126,97,ICMP,0,1,0
876,62315,40.88,365745,80495,TCP,515,11,1
877,1051,0.24,3363,4344,ICMP,0,1,0
878,5532,15.59,30517,6552,TCP,139,10,1
879,703,1.33,1478,842,ICMP,0,1,0
880,1097,2.13,2196,2323,ICMP,0,1,0
881,881,3.13,2217,1785,UDP,21,2,0
882,110,2.47,220,131,TCP,25,1,0
883,36541,59.02,165664,91225,TCP,135,6,1
884,395,1.9,1116,1529,UDP,143,4,0
885,1552,3.54,6161,8844,TCP,21,4,0
886,1866,3.02,2434,1222,UDP,110,2,0
887,10147,18.25,45885,14570,UDP,135,7,1
888,1291,1.26,3013,3414,UDP,21,3,0
889,1884,3.87,4372,5116,UDP,25,3,0
890,589,2.93,894,506,TCP,53,1,0
891,10281,58.81,79555,27867,ICMP,0,1,1
892,1702,3.67,5949,4233,UDP,143,3,0
893,48442,15.79,365987,132164,UDP,1521,9,1
894,48328,50.53,252125,175780,TCP,1433,8,1
895,49,2.21,165,157,ICMP,0,1,0
896,1283,4.7,5064,7327,TCP,110,1,0
897,645,0.61,1170,592,UDP,993,1,0
898,29127,56.62,83222,23555,UDP,5432,11,1
899,1062,4.99,4172,3797,ICMP,0,1,0
900,1514,4.05,3939,5097,UDP,443,1,0
901,2034,0.63,2354,1933,TCP,80,4,0
902,1863,1.3,2922,3992,UDP,80,4,0
903,1488,0.88,3862,3018,TCP,443,2,0
904,596,0.33,1315,996,ICMP,0,1,0
905,57556,10.07,282971,191262,TCP,1521,12,1
906,1649,1.89,2440,2206,UDP,80,1,0
907,1327,4.33,1526,2137,ICMP,0,1,0
908,1176,3.51,4032,4847,UDP,22,3,0
909,1700,2.29,5449,4788,TCP,143,1,0
910,101,0.19,297,309,TCP,443,2,0
911,1392,1.87,4981,7167,ICMP,0,1,0
912,95,4.86,265,134,UDP,143,4,0
913,1595,3.86,2661,3909,UDP,110,2,0
914,28333,18.7,212879,166419,TCP,1935,12,1
915,1033,4.34,2842,2461,UDP,25,4,0
916,7579,57.63,53952,21585,UDP,3306,11,1
917,468,4.62,1798,2127,ICMP,0,1,0
918,7485,37.84,66417,28527,UDP,1935,14,1
919,1030,3.19,1560,1973,ICMP,0,1,0
920,1532,3.43,2880,3731,TCP,21,3,0
921,1197,0.2,1237,1571,ICMP,0,1,0
922,1355,0.31,2137,1976,ICMP,0,1,0
923,19918,21.99,151488,108617,UDP,5432,9,1
924,297,1.19,356,274,UDP,143,3,0
925,63,3.99,178,123,UDP,21,1,0
926,1596,0.41,3439,2979,TCP,110,1,0
927,1118,2.83,3918,3563,UDP,143,1,0
928,5391,47.77,33900,9178,ICMP,0,1,1
929,41820,33.49,377686,278318,TCP,548,14,1
930,54686,28.72,202176,76044,TCP,1723,6,1
931,63450,37.19,217119,47800,TCP,1935,7,1
932,47887,32.68,447721,201961,TCP,445,7,1
933,1297,4.69,1337,1220,UDP,21,2,0
934,36341,7.95,241549,165788,ICMP,0,1,1
935,65124,13.0,423792,331639,TCP,548,5,1
936,1770,3.16,2370,1789,UDP,993,1,0
937,141,2.86,215,320,TCP,110,2,0
938,1469,4.9,3990,5782,UDP,993,1,0
939,1227,3.52,2580,3519,TCP,143,2,0
940,1802,4.23,6356,6173,ICMP,0,1,0
941,153,2.71,246,232,TCP,993,3,0
942,1912,2.32,6792,8683,UDP,53,1,0
943,348,0.63,1062,683,TCP,143,3,0
944,929,0.78,3113,4667,TCP,25,2,0
945,398,3.68,1263,1429,TCP,25,1,0
946,1173,2.84,2106,1863,ICMP,0,1,0
947,14145,34.85,29399,14168,UDP,139,14,1
948,212,2.02,538,679,TCP,22,3,0
949,302,0.31,754,472,ICMP,0,1,0
950,17563,33.66,171647,101785,UDP,1433,9,1
951,18566,46.61,139729,79076,UDP,1433,9,1
952,971,4.62,3152,2627,TCP,443,3,0
953,1216,1.08,4389,2981,TCP,80,4,0
954,1222,4.06,2715,2808,TCP,110,4,0
955,56340,58.93,247409,50550,TCP,2049,5,1
956,1826,3.52,5837,5608,UDP,443,1,0
957,213,3.02,638,446,UDP,21,3,0
958,1757,3.89,3694,2447,ICMP,0,1,0
959,484,3.57,1088,1512,UDP,25,2,0
960,1994,3.7,6436,6961,ICMP,0,1,0
961,17440,8.59,116490,42780,UDP,445,12,1
962,1053,0.49,3034,3171,TCP,22,4,0
963,35578,55.61,82542,53359,ICMP,0,1,1
964,26239,32.92,57566,30207,UDP,1433,12,1
965,4593,12.67,33354,22006,TCP,1935,14,1
966,6856,52.83,48014,9644,ICMP,0,1,1
967,58171,35.36,559919,232692,UDP,548,8,1
968,1751,0.14,2215,2601,UDP,53,2,0
969,6689,36.76,53110,18105,UDP,515,10,1
970,565,4.28,1757,2285,UDP,22,3,0
971,18073,25.44,178025,46850,TCP,139,10,1
972,1728,0.73,3475,4417,ICMP,0,1,0
973,4441,39.78,11572,6366,TCP,548,12,1
974,30375,18.29,162724,67391,ICMP,0,1,1
975,53817,9.5,162491,119520,UDP,3306,13,1
976,45061,53.27,112808,62124,TCP,2049,5,1
977,58258,12.37,494116,209642,TCP,1521,10,1
978,9599,30.09,27833,22144,ICMP,0,1,1
979,33847,32.7,218980,75342,UDP,3389,9,1
980,1846,1.41,6390,7828,TCP,995,2,0
981,40097,11.57,131845,68540,UDP,515,14,1
982,806,0.99,3012,1675,ICMP,0,1,0
983,64,1.97,192,283,TCP,21,2,0
984,1656,3.18,3911,5420,ICMP,0,1,0
985,1370,1.37,2916,2345,TCP,995,1,0
986,596,0.42,2183,1365,TCP,110,1,0
987,14515,32.02,95741,35638,UDP,1521,6,1
988,1580,0.92,5434,4596,TCP,995,1,0
989,25295,36.46,73158,33601,ICMP,0,1,1
990,1815,3.05,2886,1966,ICMP,0,1,0
991,950,0.35,1580,1177,ICMP,0,1,0
992,46281,33.36,340973,81937,UDP,1433,13,1
993,1964,2.69,7136,9355,ICMP,0,1,0
994,1687,4.66,4307,2251,TCP,22,1,0
995,50157,43.41,353361,270316,UDP,2049,9,1
996,34398,57.39,192993,68293,ICMP,0,1,1
997,1349,3.65,2370,1451,UDP,110,4,0
998,1640,2.41,3006,4367,UDP,53,2,0
999,1878,1.47,6618,4631,UDP,995,4,0
1000,279,3.1,366,337,UDP,995,2,0
